Type of professional,Jurisdiction,Category,Group,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Licensed practical nurses,Manitoba,Area of practice,Administration,62,71,90,98,105,130,135,306,289,233
Licensed practical nurses,Manitoba,Area of practice,Education,28,21,15,17,22,22,22,21,24,28
Licensed practical nurses,Manitoba,Area of practice,Research,1,3,2,1,1,0,0,0,1,0
Licensed practical nurses,Manitoba,Area of practice,Not stated,0,0,0,0,0,3,66,4,0,4
Licensed practical nurses,Manitoba,Geography,Urban,"1,849","1,905","1,960","2,019","2,140","2,193","2,323","2,290","2,353","2,332"
Licensed practical nurses,Manitoba,Geography,Rural/remote,"1,183","1,198","1,211","1,210","1,235","1,208","1,263","1,233","1,177","1,141"
Licensed practical nurses,Manitoba,Geography,Not stated,0,0,0,0,1,1,9,1,4,52
Licensed practical nurses,Saskatchewan,Workforce,Total,"3,230","3,389","3,392","3,406","3,038","3,633","3,525","3,541","3,657","3,728"
Licensed practical nurses,Saskatchewan,Inflow,Total,281,427,290,346,326,861,289,417,459,527
Licensed practical nurses,Saskatchewan,Inflow,Canadian educated,238,345,228,267,258,747,257,366,375,448
Licensed practical nurses,Saskatchewan,Inflow,Internationally educated,43,82,62,79,68,114,32,51,84,79
Licensed practical nurses,Saskatchewan,Inflow,Grad location not stated,0,0,0,0,0,0,0,0,0,0
Licensed practical nurses,Saskatchewan,Outflow,Total,268,287,332,694,266,397,401,343,456,
Licensed practical nurses,Saskatchewan,Renewal,Total,"2,949","2,962","3,102","3,060","2,712","2,772","3,236","3,124","3,198","3,201"
Licensed practical nurses,Saskatchewan,Full-time/part-time status,Full time,"1,603","1,650","1,623","1,623","1,480","1,737","1,812","1,850","1,905","1,966"
Licensed practical nurses,Saskatchewan,Full-time/part-time status,Part time,941,924,907,893,980,"1,153","1,185","1,185","1,147","1,136"
Licensed practical nurses,Saskatchewan,Full-time/part-time status,Casual,684,813,856,862,578,634,502,506,605,626
Licensed practical nurses,Saskatchewan,Full-time/part-time status,Not stated,2,2,6,28,0,109,26,0,0,0
Licensed practical nurses,Saskatchewan,Place of work,Hospital,"1,772","1,769","1,747","1,718","1,495","1,720","1,702","1,666","1,698","1,753"
Licensed practical nurses,Saskatchewan,Place of work,Community health,797,890,891,873,814,911,890,921,943,916
Licensed practical nurses,Saskatchewan,Place of work,Nursing home/long-term care,611,636,652,657,636,708,712,708,732,747
Licensed practical nurses,Saskatchewan,Place of work,Other place of work,50,68,74,85,93,165,194,246,284,311
Licensed practical nurses,Saskatchewan,Place of work,Not stated,0,26,28,73,0,129,27,0,0,1
Licensed practical nurses,Saskatchewan,Position,Staff nurse,"2,860","2,996","2,991","2,952","2,699","3,098","3,090","3,097","3,179","3,219"
Licensed practical nurses,Saskatchewan,Position,Manager,43,48,52,52,57,70,76,83,89,98
Licensed practical nurses,Saskatchewan,Position,Other position,327,320,322,329,282,336,332,360,389,411
Licensed practical nurses,Saskatchewan,Position,Not stated,0,25,27,73,0,129,27,1,0,0
Licensed practical nurses,Saskatchewan,Area of practice,Direct care,"3,073","3,188","3,159","3,104","3,027","3,275","3,255","3,261","3,348","3,381"
Licensed practical nurses,Saskatchewan,Area of practice,Administration,144,157,189,214,6,213,225,262,284,326
Licensed practical nurses,Saskatchewan,Area of practice,Education,13,16,15,15,5,16,18,18,23,19
Licensed practical nurses,Saskatchewan,Area of practice,Research,0,0,0,0,0,0,0,0,2,2
Licensed practical nurses,Saskatchewan,Area of practice,Not stated,0,28,29,73,0,129,27,0,0,0
Licensed practical nurses,Saskatchewan,Geography,Urban,"2,233","2,346","2,364","2,395","2,112","2,550","2,495","2,498","2,580","2,475"
Licensed practical nurses,Saskatchewan,Geography,Rural/remote,991,"1,036","1,025","1,008",924,"1,064","1,026","1,038","1,066","1,018"
Licensed practical nurses,Saskatchewan,Geography,Not stated,6,7,3,3,2,19,4,5,11,235
Licensed practical nurses,Alberta,Workforce,Total,"10,801","11,631","12,272","12,324","13,546","14,407","15,159","15,511","16,094","16,140"
Licensed practical nurses,Alberta,Inflow,Total,"1,506","1,535","1,506","1,012","2,222","1,892","1,704","1,557","1,928","1,976"
Licensed practical nurses,Alberta,Inflow,Canadian educated,"1,389","1,401","1,347",870,"1,997","1,771","1,613","1,496","1,865","1,929"
Licensed practical nurses,Alberta,Inflow,Internationally educated,117,134,159,142,225,121,91,61,63,47
Licensed practical nurses,Alberta,Inflow,Grad location not stated,0,0,0,0,0,0,0,0,0,0
Licensed practical nurses,Alberta,Outflow,Total,705,865,960,"1,000","1,031",952,"1,205","1,345","1,930",
Licensed practical nurses,Alberta,Renewal,Total,"9,295","10,096","10,766","11,312","11,324","12,515","13,455","13,954","14,166","14,164"
Licensed practical nurses,Alberta,Full-time/part-time status,Full time,"4,331","4,465","4,772","4,790","5,153","5,543","6,012","6,413","6,492","6,636"
Licensed practical nurses,Alberta,Full-time/part-time status,Part time,"4,524","4,871","4,935","5,463","5,516","5,746","6,277","6,342","6,495","8,115"
Licensed practical nurses,Alberta,Full-time/part-time status,Casual,"1,946","2,295","2,565","2,071","2,877","3,118","2,870","2,756","3,107","1,389"
Licensed practical nurses,Alberta,Full-time/part-time status,Not stated,0,0,0,0,0,0,0,0,0,0
Licensed practical nurses,Alberta,Place of work,Hospital,"4,602","4,882","5,039","4,974","5,280","5,521","5,648","5,799","6,045","6,259"
Licensed practical nurses,Alberta,Place of work,Community health,"2,853","3,080","3,308","3,273","3,837","4,022","4,055","4,154","4,237","4,639"
Licensed practical nurses,Alberta,Place of work,Nursing home/long-term care,"2,949","3,218","3,403","3,262","3,808","4,029","4,426","4,236","4,366","4,356"
Licensed practical nurses,Alberta,Place of work,Other place of work,397,451,522,815,621,835,"1,030","1,322","1,446",886
Licensed practical nurses,Alberta,Place of work,Not stated,0,0,0,0,0,0,0,0,0,0
Licensed practical nurses,Alberta,Position,Staff nurse,"9,662","10,344","10,865","8,865","10,516","12,114","13,060","13,475","14,036","14,129"
Licensed practical nurses,Alberta,Position,Manager,196,220,232,341,391,431,439,436,467,476
Licensed practical nurses,Alberta,Position,Other position,943,"1,067","1,175","3,118","2,639","1,862","1,660","1,600","1,591","1,535"
Licensed practical nurses,Alberta,Position,Not stated,0,0,0,0,0,0,0,0,0,0
Licensed practical nurses,Alberta,Area of practice,Direct care,"10,221","10,954","11,504","11,248","12,130","13,060","13,661","13,844","14,247","14,149"
Licensed practical nurses,Alberta,Area of practice,Administration,398,477,558,873,"1,029","1,106","1,262","1,398","1,551","1,692"
Licensed practical nurses,Alberta,Area of practice,Education,171,186,195,188,205,223,214,246,273,275
Licensed practical nurses,Alberta,Area of practice,Research,11,14,15,15,8,18,22,23,23,24
Licensed practical nurses,Alberta,Area of practice,Not stated,0,0,0,0,174,0,0,0,0,0
Licensed practical nurses,Alberta,Geography,Urban,"8,842","9,592","10,164","10,247","11,306","12,064","12,750","13,095","13,692","13,710"
Licensed practical nurses,Alberta,Geography,Rural/remote,"1,959","2,039","2,108","2,077","2,236","2,338","2,404","2,411","2,396","2,409"
Licensed practical nurses,Alberta,Geography,Not stated,0,0,0,0,4,5,5,5,6,21
Licensed practical nurses,British Columbia,Workforce,Total,"10,483","10,832","10,657","11,514","11,821","11,814","12,806","13,144","13,239","13,771"
Licensed practical nurses,British Columbia,Inflow,Total,978,"1,205",972,,"1,352",934,"1,833","1,416","1,199","1,369"
Licensed practical nurses,British Columbia,Inflow,Canadian educated,833,"1,043",807,,"1,241",825,"1,732","1,334","1,151","1,329"
Licensed practical nurses,British Columbia,Inflow,Internationally educated,4,18,38,,1,2,2,6,3,39
Licensed practical nurses,British Columbia,Inflow,Grad location not stated,141,144,127,,110,107,99,76,45,1
Licensed practical nurses,British Columbia,Outflow,Total,856,"1,147",,"1,045",941,841,"1,078","1,104",837,
Licensed practical nurses,British Columbia,Renewal,Total,"9,505","9,627","9,685",,"10,469","10,880","10,973","11,728","12,040","12,402"
Licensed practical nurses,British Columbia,Full-time/part-time status,Full time,"4,784","4,979","5,124","5,809","6,065","6,011","6,761","7,213","7,351","7,625"
Licensed practical nurses,British Columbia,Full-time/part-time status,Part time,"2,500","2,685","2,693","2,918","3,126","3,092","3,316","3,378","3,380","3,600"
Licensed practical nurses,British Columbia,Full-time/part-time status,Casual,"3,167","3,147","2,804","2,754","2,589","2,686","2,695","2,504","2,475","2,502"
Licensed practical nurses,British Columbia,Full-time/part-time status,Not stated,32,21,36,33,41,25,34,49,33,44
Licensed practical nurses,British Columbia,Place of work,Hospital,"4,086","3,990","3,986","4,070","4,226","4,305","4,556","4,667","4,819","5,104"
Licensed practical nurses,British Columbia,Place of work,Community health,"1,018","1,116","1,111","1,220","1,288","1,519","1,794","1,989","1,965","2,050"
Licensed practical nurses,British Columbia,Place of work,Nursing home/long-term care,"4,597","4,738","4,614","4,800","4,829","4,917","5,217","5,085","5,036","5,150"
Licensed practical nurses,British Columbia,Place of work,Other place of work,776,873,870,907,905,948,"1,056","1,257","1,296","1,322"
Licensed practical nurses,British Columbia,Place of work,Not stated,6,115,76,517,573,125,183,146,123,145
Licensed practical nurses,British Columbia,Position,Staff nurse,"9,532","9,642","10,013","10,317","10,602","10,968","11,745","12,103","12,107","12,601"
Licensed practical nurses,British Columbia,Position,Manager,259,265,265,349,364,436,525,556,618,655
Licensed practical nurses,British Columbia,Position,Other position,682,804,319,349,334,322,380,409,439,435
Licensed practical nurses,British Columbia,Position,Not stated,10,121,60,499,521,88,156,76,75,80
Licensed practical nurses,British Columbia,Area of practice,Direct care,"9,993","10,250","10,138","10,527","10,773","11,228","12,001","12,259","12,344","12,811"
Licensed practical nurses,British Columbia,Area of practice,Administration,231,183,178,175,173,155,222,266,288,301
Licensed practical nurses,British Columbia,Area of practice,Education,152,124,127,129,136,27,46,72,86,251
Licensed practical nurses,British Columbia,Area of practice,Research,14,25,13,18,16,16,26,22,28,25
Licensed practical nurses,British Columbia,Area of practice,Not stated,93,250,201,665,723,388,511,525,493,383
Licensed practical nurses,British Columbia,Geography,Urban,"9,724","9,930","9,834","10,569","10,865","10,869","11,858","12,218","12,368","12,840"
Licensed practical nurses,British Columbia,Geography,Rural/remote,759,797,765,836,843,846,887,872,830,853
Licensed practical nurses,British Columbia,Geography,Not stated,0,105,58,109,113,99,61,54,41,78
Licensed practical nurses,Yukon,Workforce,Total,112,110,,,,,,,,
Licensed practical nurses,Yukon,Inflow,Total,18,11,,,,,,,,
Licensed practical nurses,Yukon,Inflow,Canadian educated,18,11,,,,,,,,
Licensed practical nurses,Yukon,Inflow,Internationally educated,0,0,,,,,,,,
Licensed practical nurses,Yukon,Inflow,Grad location not stated,0,0,,,,,,,,
Licensed practical nurses,Yukon,Outflow,Total,13,,,,,,,,,
Licensed practical nurses,Yukon,Renewal,Total,94,99,,,,,,,,
Licensed practical nurses,Yukon,Full-time/part-time status,Full time,74,70,,,,,,,,
Licensed practical nurses,Yukon,Full-time/part-time status,Part time,13,16,,,,,,,,
Licensed practical nurses,Yukon,Full-time/part-time status,Casual,24,24,,,,,,,,
Licensed practical nurses,Yukon,Full-time/part-time status,Not stated,x,0,,,,,,,,
Licensed practical nurses,Yukon,Place of work,Hospital,32,30,,,,,,,,
Licensed practical nurses,Yukon,Place of work,Community health,7,6,,,,,,,,
Licensed practical nurses,Yukon,Place of work,Nursing home/long-term care,66,67,,,,,,,,
Licensed practical nurses,Yukon,Place of work,Other place of work,7,7,,,,,,,,
Licensed practical nurses,Yukon,Place of work,Not stated,0,0,,,,,,,,
Licensed practical nurses,Yukon,Position,Staff nurse,102,104,,,,,,,,
Licensed practical nurses,Yukon,Position,Manager,x,x,,,,,,,,
Licensed practical nurses,Yukon,Position,Other position,7,x,,,,,,,,
Licensed practical nurses,Yukon,Position,Not stated,x,0,,,,,,,,
Licensed practical nurses,Yukon,Area of practice,Direct care,107,104,,,,,,,,
Licensed practical nurses,Yukon,Area of practice,Administration,x,x,,,,,,,,
Licensed practical nurses,Yukon,Area of practice,Education,x,x,,,,,,,,
Licensed practical nurses,Yukon,Area of practice,Research,0,0,,,,,,,,
Licensed practical nurses,Yukon,Area of practice,Not stated,0,x,,,,,,,,
Licensed practical nurses,Yukon,Geography,Urban,104,102,,,,,,,,
Licensed practical nurses,Yukon,Geography,Rural/remote,8,7,,,,,,,,
Licensed practical nurses,Yukon,Geography,Not stated,0,x,,,,,,,,
Licensed practical nurses,Northwest Territories,Workforce,Total,105,116,107,107,111,135,,181,164,
Licensed practical nurses,Northwest Territories,Inflow,Total,24,32,25,24,30,39,,,13,
Licensed practical nurses,Northwest Territories,Inflow,Canadian educated,22,29,24,21,28,33,,,11,
Licensed practical nurses,Northwest Territories,Inflow,Internationally educated,1,2,1,3,2,6,,,2,
Licensed practical nurses,Northwest Territories,Inflow,Grad location not stated,1,1,0,0,0,0,,,0,
Licensed practical nurses,Northwest Territories,Outflow,Total,21,34,24,26,15,,,30,,
Licensed practical nurses,Northwest Territories,Renewal,Total,81,84,82,83,81,96,,,151,
Licensed practical nurses,Northwest Territories,Full-time/part-time status,Full time,74,90,77,80,78,95,,143,98,
Licensed practical nurses,Northwest Territories,Full-time/part-time status,Part time,7,8,8,7,6,6,,4,11,
Licensed practical nurses,Northwest Territories,Full-time/part-time status,Casual,18,16,17,17,23,34,,34,50,
Licensed practical nurses,Northwest Territories,Full-time/part-time status,Not stated,6,2,5,3,4,0,,0,5,
Licensed practical nurses,Northwest Territories,Place of work,Hospital,40,33,38,29,29,43,,39,40,
Licensed practical nurses,Northwest Territories,Place of work,Community health,15,28,13,18,17,14,,20,29,
Licensed practical nurses,Northwest Territories,Place of work,Nursing home/long-term care,41,52,40,49,50,62,,65,74,
Licensed practical nurses,Northwest Territories,Place of work,Other place of work,9,3,15,10,15,16,,16,19,
Licensed practical nurses,Northwest Territories,Place of work,Not stated,0,0,1,1,0,0,,41,2,
Licensed practical nurses,Northwest Territories,Position,Staff nurse,89,102,90,92,97,115,,127,143,
Licensed practical nurses,Northwest Territories,Position,Manager,1,5,4,4,3,4,,5,9,
Licensed practical nurses,Northwest Territories,Position,Other position,15,9,12,9,11,15,,11,12,
Licensed practical nurses,Northwest Territories,Position,Not stated,0,0,1,2,0,1,,38,0,
Licensed practical nurses,Northwest Territories,Area of practice,Direct care,105,115,105,104,111,135,,144,160,
Licensed practical nurses,Northwest Territories,Area of practice,Administration,0,0,0,0,0,0,,0,0,
Licensed practical nurses,Northwest Territories,Area of practice,Education,0,0,0,0,0,0,,0,0,
Licensed practical nurses,Northwest Territories,Area of practice,Research,0,0,0,0,0,0,,0,0,
Licensed practical nurses,Northwest Territories,Area of practice,Not stated,0,1,2,3,0,0,,37,4,
Licensed practical nurses,Northwest Territories,Geography,Urban,43,45,41,37,40,47,,63,63,
Licensed practical nurses,Northwest Territories,Geography,Rural/remote,57,71,66,70,71,83,,101,98,
Licensed practical nurses,Northwest Territories,Geography,Not stated,5,0,0,0,0,5,,17,3,
Licensed practical nurses,Nunavut,Workforce,Total,,,,,,,,,,
Licensed practical nurses,Nunavut,Inflow,Total,,,,,,,,,,
Licensed practical nurses,Nunavut,Inflow,Canadian educated,,,,,,,,,,
Licensed practical nurses,Nunavut,Inflow,Internationally educated,,,,,,,,,,
Licensed practical nurses,Nunavut,Inflow,Grad location not stated,,,,,,,,,,
Licensed practical nurses,Nunavut,Outflow,Total,,,,,,,,,,
Licensed practical nurses,Nunavut,Renewal,Total,,,,,,,,,,
Licensed practical nurses,Nunavut,Full-time/part-time status,Full time,,,,,,,,,,
Licensed practical nurses,Nunavut,Full-time/part-time status,Part time,,,,,,,,,,
Licensed practical nurses,Nunavut,Full-time/part-time status,Casual,,,,,,,,,,
Licensed practical nurses,Nunavut,Full-time/part-time status,Not stated,,,,,,,,,,
Licensed practical nurses,Nunavut,Place of work,Hospital,,,,,,,,,,
Licensed practical nurses,Nunavut,Place of work,Community health,,,,,,,,,,
Licensed practical nurses,Nunavut,Place of work,Nursing home/long-term care,,,,,,,,,,
Licensed practical nurses,Nunavut,Place of work,Other place of work,,,,,,,,,,
Licensed practical nurses,Nunavut,Place of work,Not stated,,,,,,,,,,
Licensed practical nurses,Nunavut,Position,Staff nurse,,,,,,,,,,
Licensed practical nurses,Nunavut,Position,Manager,,,,,,,,,,
Licensed practical nurses,Nunavut,Position,Other position,,,,,,,,,,
Licensed practical nurses,Nunavut,Position,Not stated,,,,,,,,,,
Licensed practical nurses,Nunavut,Area of practice,Direct care,,,,,,,,,,
Licensed practical nurses,Nunavut,Area of practice,Administration,,,,,,,,,,
Licensed practical nurses,Nunavut,Area of practice,Education,,,,,,,,,,
Licensed practical nurses,Nunavut,Area of practice,Research,,,,,,,,,,
Licensed practical nurses,Nunavut,Area of practice,Not stated,,,,,,,,,,
Licensed practical nurses,Nunavut,Geography,Urban,,,,,,,,,,
Licensed practical nurses,Nunavut,Geography,Rural/remote,,,,,,,,,,
Licensed practical nurses,Nunavut,Geography,Not stated,,,,,,,,,,
Licensed practical nurses,Northwest Territories/Nunavut,Workforce,Total,,,,,,,,,,
Licensed practical nurses,Northwest Territories/Nunavut,Inflow,Total,,,,,,,,,,
Licensed practical nurses,Northwest Territories/Nunavut,Inflow,Canadian educated,,,,,,,,,,
Licensed practical nurses,Northwest Territories/Nunavut,Inflow,Internationally educated,,,,,,,,,,
Licensed practical nurses,Northwest Territories/Nunavut,Inflow,Grad location not stated,,,,,,,,,,
Licensed practical nurses,Northwest Territories/Nunavut,Outflow,Total,,,,,,,,,,
Licensed practical nurses,Northwest Territories/Nunavut,Renewal,Total,,,,,,,,,,
Licensed practical nurses,Northwest Territories/Nunavut,Full-time/part-time status,Full time,,,,,,,,,,
Licensed practical nurses,Northwest Territories/Nunavut,Full-time/part-time status,Part time,,,,,,,,,,
Licensed practical nurses,Northwest Territories/Nunavut,Full-time/part-time status,Casual,,,,,,,,,,
Licensed practical nurses,Northwest Territories/Nunavut,Full-time/part-time status,Not stated,,,,,,,,,,
Licensed practical nurses,Northwest Territories/Nunavut,Place of work,Hospital,,,,,,,,,,
Licensed practical nurses,Northwest Territories/Nunavut,Place of work,Community health,,,,,,,,,,
Licensed practical nurses,Northwest Territories/Nunavut,Place of work,Nursing home/long-term care,,,,,,,,,,
Licensed practical nurses,Northwest Territories/Nunavut,Place of work,Other place of work,,,,,,,,,,
Licensed practical nurses,Northwest Territories/Nunavut,Place of work,Not stated,,,,,,,,,,
Licensed practical nurses,Northwest Territories/Nunavut,Position,Staff nurse,,,,,,,,,,
Licensed practical nurses,Northwest Territories/Nunavut,Position,Manager,,,,,,,,,,
Licensed practical nurses,Northwest Territories/Nunavut,Position,Other position,,,,,,,,,,
Licensed practical nurses,Northwest Territories/Nunavut,Position,Not stated,,,,,,,,,,
Licensed practical nurses,Northwest Territories/Nunavut,Area of practice,Direct care,,,,,,,,,,
Licensed practical nurses,Northwest Territories/Nunavut,Area of practice,Administration,,,,,,,,,,
Licensed practical nurses,Northwest Territories/Nunavut,Area of practice,Education,,,,,,,,,,
Licensed practical nurses,Northwest Territories/Nunavut,Area of practice,Research,,,,,,,,,,
Licensed practical nurses,Northwest Territories/Nunavut,Area of practice,Not stated,,,,,,,,,,
Licensed practical nurses,Northwest Territories/Nunavut,Geography,Urban,,,,,,,,,,
Licensed practical nurses,Northwest Territories/Nunavut,Geography,Rural/remote,,,,,,,,,,
Licensed practical nurses,Northwest Territories/Nunavut,Geography,Not stated,,,,,,,,,,
Licensed practical nurses,Jurisdictions with available data,Workforce,Total,"101,327","105,109","106,864","109,446","111,086","118,554","120,552","123,086","125,634","128,306"
Licensed practical nurses,Jurisdictions with available data,Full-time/part-time status,Full time,"49,031","50,427","51,821","54,390","55,684","61,551","66,719","72,217","75,568","76,870"
Licensed practical nurses,Jurisdictions with available data,Full-time/part-time status,Part time,"38,156","40,027","40,619","41,644","41,901","42,800","40,558","37,881","36,170","37,328"
Licensed practical nurses,Jurisdictions with available data,Full-time/part-time status,Casual,"14,099","14,629","14,375","13,348","13,420","14,037","13,105","12,811","13,849","11,570"
Licensed practical nurses,Jurisdictions with available data,Full-time/part-time status,Not stated,40,26,49,64,81,166,170,177,47,90
Licensed practical nurses,Jurisdictions with available data,Place of work,Hospital,"47,862","48,482","49,258","49,393","49,289","53,489","52,981","56,306","57,857","58,488"
Licensed practical nurses,Jurisdictions with available data,Place of work,Community health,"12,995","14,160","14,931","15,730","16,794","17,892","17,583","18,723","19,200","18,553"
Licensed practical nurses,Jurisdictions with available data,Place of work,Nursing home/long-term care,"32,291","33,756","33,995","34,771","34,809","36,604","35,850","35,107","34,700","33,178"
Licensed practical nurses,Jurisdictions with available data,Place of work,Other place of work,"8,164","8,540","8,567","8,895","8,898","10,265","10,650","12,629","13,428","13,286"
Licensed practical nurses,Jurisdictions with available data,Place of work,Not stated,15,171,113,657,627,304,343,321,449,487
Licensed practical nurses,Jurisdictions with available data,Position,Staff nurse,"91,432","94,312","96,153","95,777","98,040","105,323","107,664","109,603","111,534","110,031"
Licensed practical nurses,Jurisdictions with available data,Position,Manager,"1,839","1,969","2,085","2,435","2,422","2,816","2,831","3,075","3,336","3,360"
Licensed practical nurses,Jurisdictions with available data,Position,Other position,"8,027","8,638","8,525","10,499","10,011","10,047","9,723","10,099","10,672","10,375"
Licensed practical nurses,Jurisdictions with available data,Position,Not stated,26,184,101,735,613,368,334,309,92,226
Licensed practical nurses,Jurisdictions with available data,Area of practice,Direct care,"97,931","101,269","102,977","104,357","105,405","113,193","114,826","116,764","118,924","116,744"
Licensed practical nurses,Jurisdictions with available data,Area of practice,Administration,"1,988","2,098","2,322","2,824","2,793","3,307","3,741","4,200","4,619","4,827"
Licensed practical nurses,Jurisdictions with available data,Area of practice,Education,"1,216","1,291","1,222","1,227","1,116","1,262","1,170","1,300","1,412","1,555"
Licensed practical nurses,Jurisdictions with available data,Area of practice,Research,32,47,36,41,30,43,70,66,82,78
Licensed practical nurses,Jurisdictions with available data,Area of practice,Not stated,155,398,307,997,"1,073",749,745,756,597,788
Licensed practical nurses,Jurisdictions with available data,Geography,Urban,"88,401","91,644","93,481","95,950","98,295","104,567","106,609","108,911","111,658","113,731"
Licensed practical nurses,Jurisdictions with available data,Geography,Rural/remote,"12,883","13,314","13,283","13,364","12,653","13,812","13,739","13,980","13,779","13,603"
Licensed practical nurses,Jurisdictions with available data,Geography,Not stated,43,150,100,132,138,175,204,195,197,972
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
