Type of professional,Jurisdiction,Category,Group,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Unnamed: 14,Unnamed: 15
Nurse practitioners,Ontario,Inflow,Total,264,308,316,279,314,322,276,408,390,441,,
Nurse practitioners,Ontario,Inflow,Age <35,136,170,182,155,163,181,143,231,208,226,,
Nurse practitioners,Ontario,Inflow,Age 35–54,116,129,124,113,133,128,119,165,169,192,,
Nurse practitioners,Ontario,Inflow,Age 55+,12,9,10,11,18,13,14,12,13,23,,
Nurse practitioners,Ontario,Inflow,Age not stated,0,0,0,0,0,0,0,0,0,0,,
Nurse practitioners,Ontario,Outflow,Total,59,74,84,69,92,96,134,118,138,,,
Nurse practitioners,Ontario,Outflow,Age <35,2,10,14,8,12,17,10,14,20,,,
Nurse practitioners,Ontario,Outflow,Age 35–54,28,33,26,30,24,36,58,40,55,,,
Nurse practitioners,Ontario,Outflow,Age 55+,29,31,44,31,56,43,66,64,63,,,
Nurse practitioners,Ontario,Outflow,Age not stated,0,0,0,0,0,0,0,0,0,,,
Nurse practitioners,Ontario,Renewal,Total,"2,256","2,461","2,695","2,927","3,137","3,359","3,585","3,727","4,017","4,269",,
Nurse practitioners,Ontario,Renewal,Age <35,341,375,432,480,486,503,508,496,550,580,,
Nurse practitioners,Ontario,Renewal,Age 35–54,"1,393","1,497","1,612","1,731","1,860","2,028","2,200","2,332","2,527","2,701",,
Nurse practitioners,Ontario,Renewal,Age 55+,522,589,651,716,791,828,877,899,940,988,,
Nurse practitioners,Ontario,Renewal,Age not stated,0,0,0,0,0,0,0,0,0,0,,
Nurse practitioners,Ontario,Employment status,Employed in profession,"2,405","2,646","2,855","3,032","3,273","3,454","3,649","3,896","4,169","4,493",,
Nurse practitioners,Ontario,Employment status,Employed in other than profession and seeking employment in profession,3,3,3,10,4,6,4,2,7,4,,
Nurse practitioners,Ontario,Employment status,Employed in other than profession and not seeking employment in profession,1,0,3,5,4,5,4,5,3,8,,
Nurse practitioners,Ontario,Employment status,Not employed and seeking employment in profession,27,41,50,55,61,58,55,65,60,52,,
Nurse practitioners,Ontario,Employment status,Not employed and not seeking employment in profession,12,16,15,25,17,33,36,32,34,32,,
Nurse practitioners,Ontario,Employment status,Not stated,72,63,85,79,92,125,113,135,134,121,,
Nurse practitioners,Ontario,Location of graduation,Canadian educated,"2,370","2,615","2,843","3,038","3,272","3,486","3,645","3,907","4,158","4,441",,
Nurse practitioners,Ontario,Location of graduation,Internationally educated,149,153,167,167,178,194,215,228,249,269,,
Nurse practitioners,Ontario,Location of graduation,Not stated,1,1,1,1,1,1,1,0,0,0,,
Nurse practitioners,Ontario,Years since graduation,<5 years,216,213,185,14,8,20,259,622,937,"1,200",,
Nurse practitioners,Ontario,Years since graduation,5–10 years,422,531,643,843,865,905,712,551,391,233,,
Nurse practitioners,Ontario,Years since graduation,11–20 years,672,781,885,"1,005","1,173","1,322","1,437","1,502","1,586","1,741",,
Nurse practitioners,Ontario,Years since graduation,21–30 years,672,628,666,670,686,690,661,643,670,708,,
Nurse practitioners,Ontario,Years since graduation,31+ years,533,609,632,674,719,744,792,817,823,828,,
Nurse practitioners,Ontario,Years since graduation,Not stated,5,7,0,0,0,0,0,0,0,0,,
Nurse practitioners,Manitoba,Supply,Total,152,163,178,193,217,233,275,306,316,338,,
Nurse practitioners,Manitoba,Age,Age <25,0,0,0,0,0,0,0,0,0,0,,
Nurse practitioners,Manitoba,Age,Age 25–34,26,30,38,41,49,59,67,65,37,54,,
Nurse practitioners,Manitoba,Age,Age 35–44,61,62,67,75,80,84,103,123,136,141,,
Nurse practitioners,Manitoba,Age,Age 45–54,46.0,54.0,55.0,56.0,61.0,59.0,68.0,77.0,92.0,95.0,,
Nurse practitioners,Manitoba,Age,Age 55–64,17.0,14.0,15.0,16.0,23.0,26.0,33.0,37.0,46.0,45.0,,
Nurse practitioners,Manitoba,Age,Age 65+,2.0,3.0,3.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,,
Nurse practitioners,Manitoba,Age,Not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Nurse practitioners,Manitoba,Age,Average age,43.4,43.2,44.2,44.3,43.3,42.7,42.7,43.1,43.6,43.4,43.6,43.4
Nurse practitioners,Manitoba,Sex,Female,140.0,150.0,163.0,174.0,195.0,208.0,,245.0,251.0,255.0,,
Nurse practitioners,Manitoba,Sex,Male,12.0,13.0,15.0,19.0,22.0,24.0,,35.0,38.0,38.0,,
Nurse practitioners,Manitoba,Sex,Not stated,0.0,0.0,0.0,0.0,0.0,1.0,,26.0,27.0,45.0,,
Nurse practitioners,Manitoba,Inflow,Total,29.0,21.0,16.0,18.0,30.0,26.0,24.0,43.0,28.0,39.0,,
Nurse practitioners,Manitoba,Inflow,Age <35,10.0,11.0,8.0,11.0,15.0,19.0,11.0,18.0,10.0,20.0,,
Nurse practitioners,Manitoba,Inflow,Age 35–54,19.0,10.0,7.0,6.0,14.0,7.0,12.0,24.0,17.0,18.0,,
Nurse practitioners,Manitoba,Inflow,Age 55+,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,
Nurse practitioners,Manitoba,Inflow,Age not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Nurse practitioners,Manitoba,Outflow,Total,10.0,1.0,3.0,6.0,10.0,4.0,12.0,18.0,17.0,,,
Nurse practitioners,Manitoba,Outflow,Age <35,1.0,0.0,0.0,1.0,4.0,1.0,4.0,3.0,3.0,,,
Nurse practitioners,Manitoba,Outflow,Age 35–54,6.0,1.0,1.0,4.0,3.0,2.0,6.0,10.0,10.0,,,
Nurse practitioners,Manitoba,Outflow,Age 55+,3.0,0.0,2.0,1.0,3.0,1.0,2.0,5.0,4.0,,,
Nurse practitioners,Manitoba,Outflow,Age not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Nurse practitioners,Manitoba,Renewal,Total,123.0,142.0,162.0,175.0,187.0,207.0,251.0,263.0,288.0,299.0,,
Nurse practitioners,Manitoba,Renewal,Age <35,16.0,19.0,30.0,30.0,34.0,40.0,56.0,47.0,27.0,34.0,,
Nurse practitioners,Manitoba,Renewal,Age 35–54,88.0,106.0,115.0,125.0,127.0,136.0,159.0,176.0,211.0,218.0,,
Nurse practitioners,Manitoba,Renewal,Age 55+,19.0,17.0,17.0,20.0,26.0,31.0,36.0,40.0,50.0,47.0,,
Nurse practitioners,Manitoba,Renewal,Age not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Nurse practitioners,Manitoba,Employment status,Employed in profession,148.0,162.0,167.0,174.0,,,,,,,,
Nurse practitioners,Manitoba,Employment status,Employed in other than profession and seeking employment in profession,0.0,0.0,0.0,2.0,,,,,,,,
Nurse practitioners,Manitoba,Employment status,Employed in other than profession and not seeking employment in profession,0.0,0.0,0.0,2.0,,,,,,,,
Nurse practitioners,Manitoba,Employment status,Not employed and seeking employment in profession,0.0,0.0,1.0,2.0,,,,,,,,
Nurse practitioners,Manitoba,Employment status,Not employed and not seeking employment in profession,0.0,0.0,2.0,1.0,,,,,,,,
Nurse practitioners,Manitoba,Employment status,Not stated,4.0,1.0,8.0,12.0,,,,,,,,
Nurse practitioners,Manitoba,Location of graduation,Canadian educated,150.0,161.0,175.0,189.0,213.0,229.0,268.0,297.0,304.0,325.0,,
Nurse practitioners,Manitoba,Location of graduation,Internationally educated,2.0,2.0,3.0,4.0,4.0,4.0,7.0,9.0,12.0,13.0,,
Nurse practitioners,Manitoba,Location of graduation,Not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Nurse practitioners,Manitoba,Years since graduation,<5 years,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,
Nurse practitioners,Manitoba,Years since graduation,5–10 years,29.0,33.0,40.0,36.0,46.0,50.0,48.0,50.0,43.0,45.0,,
Nurse practitioners,Manitoba,Years since graduation,11–20 years,62.0,68.0,71.0,83.0,94.0,102.0,132.0,148.0,158.0,166.0,,
Nurse practitioners,Manitoba,Years since graduation,21–30 years,40.0,44.0,45.0,49.0,47.0,48.0,57.0,63.0,71.0,82.0,,
Nurse practitioners,Manitoba,Years since graduation,31+ years,21.0,18.0,22.0,25.0,30.0,33.0,38.0,44.0,43.0,45.0,,
Nurse practitioners,Manitoba,Years since graduation,Not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Nurse practitioners,Saskatchewan,Supply,Total,186.0,206.0,216.0,228.0,236.0,240.0,260.0,279.0,266.0,283.0,,
Nurse practitioners,Saskatchewan,Age,Age <25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
Nurse practitioners,Saskatchewan,Age,Age 25–34,26.0,33.0,35.0,41.0,41.0,35.0,38.0,34.0,32.0,43.0,,
Nurse practitioners,Saskatchewan,Age,Age 35–44,48.0,57.0,59.0,60.0,66.0,78.0,94.0,111.0,100.0,107.0,,
Nurse practitioners,Saskatchewan,Age,Age 45–54,54.0,55.0,60.0,62.0,59.0,62.0,61.0,68.0,68.0,65.0,,
Nurse practitioners,Saskatchewan,Age,Age 55–64,55.0,54.0,55.0,57.0,61.0,57.0,53.0,48.0,46.0,50.0,,
Nurse practitioners,Saskatchewan,Age,Age 65+,3.0,7.0,7.0,8.0,8.0,8.0,14.0,18.0,20.0,18.0,,
Nurse practitioners,Saskatchewan,Age,Not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Nurse practitioners,Saskatchewan,Age,Average age,47.9,46.9,46.8,46.3,46.4,46.1,46.1,46.1,46.7,46.2,,
Nurse practitioners,Saskatchewan,Sex,Female,172.0,190.0,200.0,211.0,217.0,220.0,234.0,254.0,244.0,258.0,,
Nurse practitioners,Saskatchewan,Sex,Male,14.0,16.0,16.0,17.0,19.0,20.0,26.0,25.0,22.0,25.0,,
Nurse practitioners,Saskatchewan,Sex,Not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Nurse practitioners,Saskatchewan,Inflow,Total,26.0,29.0,24.0,21.0,19.0,22.0,34.0,31.0,17.0,35.0,,
Nurse practitioners,Saskatchewan,Inflow,Age <35,10.0,15.0,11.0,13.0,10.0,9.0,12.0,7.0,8.0,17.0,,
Nurse practitioners,Saskatchewan,Inflow,Age 35–54,15.0,11.0,12.0,7.0,9.0,12.0,20.0,23.0,8.0,16.0,,
Nurse practitioners,Saskatchewan,Inflow,Age 55+,1.0,3.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,,
Nurse practitioners,Saskatchewan,Inflow,Age not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Nurse practitioners,Saskatchewan,Outflow,Total,9.0,14.0,9.0,11.0,18.0,14.0,12.0,30.0,18.0,,,
Nurse practitioners,Saskatchewan,Outflow,Age <35,0.0,6.0,1.0,3.0,2.0,6.0,1.0,5.0,1.0,,,
Nurse practitioners,Saskatchewan,Outflow,Age 35–54,3.0,2.0,3.0,4.0,6.0,4.0,6.0,19.0,11.0,,,
Nurse practitioners,Saskatchewan,Outflow,Age 55+,6.0,6.0,5.0,4.0,10.0,4.0,5.0,6.0,6.0,,,
Nurse practitioners,Saskatchewan,Outflow,Age not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Nurse practitioners,Saskatchewan,Renewal,Total,160.0,177.0,192.0,207.0,217.0,218.0,226.0,248.0,249.0,248.0,,
Nurse practitioners,Saskatchewan,Renewal,Age <35,16.0,18.0,24.0,28.0,32.0,26.0,26.0,27.0,24.0,26.0,,
Nurse practitioners,Saskatchewan,Renewal,Age 35–54,87.0,101.0,107.0,115.0,116.0,128.0,135.0,156.0,160.0,156.0,,
Nurse practitioners,Saskatchewan,Renewal,Age 55+,57.0,58.0,61.0,64.0,69.0,64.0,65.0,65.0,65.0,66.0,,
Nurse practitioners,Saskatchewan,Renewal,Age not stated,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Nurse practitioners,Saskatchewan,Employment status,Employed in profession,172.0,192.0,204,215.0,232.0,226.0,240.0,263.0,254.0,267.0,,
Nurse practitioners,Saskatchewan,Employment status,Employed in other than profession and seeking employment in profession,5.0,8.0,0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,,
Nurse practitioners,Saskatchewan,Employment status,Employed in other than profession and not seeking employment in profession,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,
Nurse practitioners,Saskatchewan,Employment status,Not employed and seeking employment in profession,6.0,5.0,12,7.0,1.0,1.0,6.0,5.0,3.0,4.0,,
Nurse practitioners,Saskatchewan,Employment status,Not employed and not seeking employment in profession,1.0,1.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,
Nurse practitioners,Saskatchewan,Employment status,Not stated,0.0,0.0,0,1.0,1.0,12.0,12.0,11.0,8.0,12.0,,
Nurse practitioners,Saskatchewan,Location of graduation,Canadian educated,169.0,190.0,207,216.0,227.0,231.0,252.0,271.0,260.0,269.0,,
Nurse practitioners,Saskatchewan,Location of graduation,Internationally educated,9.0,9.0,9,10.0,9.0,8.0,7.0,8.0,6.0,7.0,,
Nurse practitioners,Saskatchewan,Location of graduation,Not stated,8.0,7.0,0,2.0,0.0,1.0,1.0,0.0,0.0,7.0,,
Nurse practitioners,Saskatchewan,Years since graduation,<5 years,58.0,74.0,77,77.0,71.0,61.0,62.0,49.0,40.0,53.0,,
Nurse practitioners,Saskatchewan,Years since graduation,5–10 years,73.0,63.0,62,64.0,72.0,85.0,94.0,110.0,103.0,97.0,,
Nurse practitioners,Saskatchewan,Years since graduation,11–20 years,46.0,58.0,67,77.0,82.0,81.0,84.0,101.0,101.0,108.0,,
Nurse practitioners,Saskatchewan,Years since graduation,21–30 years,8.0,10.0,9,9.0,10.0,12.0,19.0,18.0,21.0,24.0,,
Nurse practitioners,Saskatchewan,Years since graduation,31+ years,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
Nurse practitioners,Saskatchewan,Years since graduation,Not stated,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Nurse practitioners,Alberta,Supply,Total,414.0,449.0,481,529.0,571.0,602.0,633.0,674.0,722.0,789.0,,
Nurse practitioners,Alberta,Age,Age <25,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Nurse practitioners,Alberta,Age,Age 25–34,59.0,75.0,83,89.0,79.0,72.0,81.0,84.0,98.0,100.0,,
Nurse practitioners,Alberta,Age,Age 35–44,146.0,152.0,160,184.0,205.0,234.0,249.0,261.0,283.0,318.0,,
Nurse practitioners,Alberta,Age,Age 45–54,130.0,138.0,146,157.0,169.0,173.0,174.0,195.0,200.0,219.0,,
Nurse practitioners,Alberta,Age,Age 55–64,72.0,76.0,81,85.0,102.0,97.0,101.0,106.0,112.0,121.0,,
Nurse practitioners,Alberta,Age,Age 65+,7.0,8.0,11,14.0,16.0,26.0,28.0,28.0,29.0,31.0,,
Nurse practitioners,Alberta,Age,Not stated,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Nurse practitioners,Alberta,Age,Average age,45.3,45.1,45,44.8,45.2,45.5,45.6,45.7,45.5,45.5,,
Nurse practitioners,Alberta,Sex,Female,380.0,409.0,435,481.0,517.0,545.0,575.0,612.0,654.0,715.0,,
Nurse practitioners,Alberta,Sex,Male,34.0,40.0,46,48.0,54.0,57.0,58.0,62.0,68.0,74.0,,
Nurse practitioners,Alberta,Sex,Not stated,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Nurse practitioners,Alberta,Inflow,Total,58.0,61.0,55,72.0,70.0,54.0,64.0,76.0,89.0,99.0,,
Nurse practitioners,Alberta,Inflow,Age <35,22.0,29.0,24,34.0,23.0,18.0,28.0,20.0,39.0,27.0,,
Nurse practitioners,Alberta,Inflow,Age 35–54,34.0,29.0,26,34.0,39.0,34.0,34.0,51.0,45.0,64.0,,
Nurse practitioners,Alberta,Inflow,Age 55+,2.0,3.0,5,4.0,8.0,2.0,2.0,5.0,5.0,8.0,,
Nurse practitioners,Alberta,Inflow,Age not stated,0,0,0,0,0,0,0,0,0,0.0,,
Nurse practitioners,Alberta,Outflow,Total,26,23,24,28,23,33,35,41,32,,,
Nurse practitioners,Alberta,Outflow,Age <35,5,2,7,8,4,5,2,5,4,,,
Nurse practitioners,Alberta,Outflow,Age 35–54,12,12,12,13,12,20,20,22,15,,,
Nurse practitioners,Alberta,Outflow,Age 55+,9,9,5,7,7,8,13,14,13,,,
Nurse practitioners,Alberta,Outflow,Age not stated,0,0,0,0,0,0,0,0,0,,,
Nurse practitioners,Alberta,Renewal,Total,356,388,426,457,501,548,569,598,633,690.0,,
Nurse practitioners,Alberta,Renewal,Age <35,37,46,59,55,56,54,53,64,59,73.0,,
Nurse practitioners,Alberta,Renewal,Age 35–54,242,261,280,307,335,373,389,405,438,473.0,,
Nurse practitioners,Alberta,Renewal,Age 55+,77,81,87,95,110,121,127,129,136,144.0,,
Nurse practitioners,Alberta,Renewal,Age not stated,0,0,0,0,0,0,0,0,0,0.0,,
Nurse practitioners,Alberta,Employment status,Employed in profession,377,427,462,504,549,568,599,613,680,554.0,,
Nurse practitioners,Alberta,Employment status,Employed in other than profession and seeking employment in profession,5,1,3,1,2,4,2,11,5,5.0,,
Nurse practitioners,Alberta,Employment status,Employed in other than profession and not seeking employment in profession,22,14,12,15,10,20,27,36,26,222.0,,
Nurse practitioners,Alberta,Employment status,Not employed and seeking employment in profession,9,1,0,0,0,0,0,1,1,0.0,,
Nurse practitioners,Alberta,Employment status,Not employed and not seeking employment in profession,1,2,1,1,0,0,1,1,1,1.0,,
Nurse practitioners,Alberta,Employment status,Not stated,0,4,3,8,10,10,4,12,9,7.0,,
Nurse practitioners,Alberta,Location of graduation,Canadian educated,407,437,462,511,548,579,610,650,694,750.0,,
Nurse practitioners,Alberta,Location of graduation,Internationally educated,7,11,18,18,23,23,23,24,26,31.0,,
Nurse practitioners,Alberta,Location of graduation,Not stated,0,1,1,0,0,0,0,0,2,8.0,,
Nurse practitioners,Alberta,Years since graduation,<5 years,1,1,0,0,0,0,0,0,0,0.0,,
Nurse practitioners,Alberta,Years since graduation,5–10 years,56,59,63,76,67,74,85,90,81,76.0,,
Nurse practitioners,Alberta,Years since graduation,11–20 years,171,193,191,214,247,260,274,293,336,382.0,,
Nurse practitioners,Alberta,Years since graduation,21–30 years,107,109,133,138,140,149,149,160,166,178.0,,
Nurse practitioners,Alberta,Years since graduation,31+ years,79,87,94,101,117,119,125,131,137,145.0,,
Nurse practitioners,Alberta,Years since graduation,Not stated,0,0,0,0,0,0,0,0,2,8.0,,
Nurse practitioners,British Columbia,Supply,Total,315,385,418,465,514,540,648,761,885,991.0,,
Nurse practitioners,British Columbia,Age,Age <25,0,0,0,0,0,0,0,0,0,0.0,,
Nurse practitioners,British Columbia,Age,Age 25–34,57,86,88,90,97,77,109,132,157,167.0,,
Nurse practitioners,British Columbia,Age,Age 35–44,125,155,167,189,208,240,290,333,398,447.0,,
Nurse practitioners,British Columbia,Age,Age 45–54,82,83,90,102,118,125,149,196,219,254.0,,
Nurse practitioners,British Columbia,Age,Age 55–64,48,57,67,73,82,85,82,82,84,94.0,,
Nurse practitioners,British Columbia,Age,Age 65+,3.0,4,6.0,11.0,9.0,13.0,18.0,18.0,27.0,29.0,,
Nurse practitioners,British Columbia,Age,Not stated,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Nurse practitioners,British Columbia,Age,Average age,43.7,43,43.5,43.8,43.7,44.2,43.5,43.2,43.1,43.2,,
Nurse practitioners,British Columbia,Sex,Female,296.0,357,388.0,428.0,475.0,501.0,594.0,692.0,796.0,890.0,,
Nurse practitioners,British Columbia,Sex,Male,19.0,28,30.0,37.0,39.0,39.0,54.0,69.0,89.0,101.0,,
Nurse practitioners,British Columbia,Sex,Not stated,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Nurse practitioners,British Columbia,Inflow,Total,47.0,82,59.0,67.0,73.0,62.0,130.0,139.0,143.0,131.0,,
Nurse practitioners,British Columbia,Inflow,Age <35,21.0,41,26.0,30.0,33.0,16.0,54.0,55.0,65.0,49.0,,
Nurse practitioners,British Columbia,Inflow,Age 35–54,24.0,38,26.0,35.0,38.0,42.0,71.0,82.0,74.0,77.0,,
Nurse practitioners,British Columbia,Inflow,Age 55+,2.0,3,7.0,2.0,2.0,4.0,5.0,2.0,4.0,5.0,,
Nurse practitioners,British Columbia,Inflow,Age not stated,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Nurse practitioners,British Columbia,Outflow,Total,12.0,26,20.0,24.0,36.0,22.0,26.0,19.0,25.0,,,
Nurse practitioners,British Columbia,Outflow,Age <35,2.0,10,11.0,10.0,15.0,5.0,6.0,5.0,6.0,,,
Nurse practitioners,British Columbia,Outflow,Age 35–54,6.0,13,9.0,7.0,16.0,9.0,13.0,11.0,10.0,,,
Nurse practitioners,British Columbia,Outflow,Age 55+,4.0,3,0.0,7.0,5.0,8.0,7.0,3.0,9.0,,,
Nurse practitioners,British Columbia,Outflow,Age not stated,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Nurse practitioners,British Columbia,Renewal,Total,268.0,303,359.0,398.0,441.0,478.0,518.0,622.0,742.0,860.0,,
Nurse practitioners,British Columbia,Renewal,Age <35,36.0,45,62.0,60.0,64.0,61.0,55.0,77.0,92.0,118.0,,
Nurse practitioners,British Columbia,Renewal,Age 35–54,183.0,200,231.0,256.0,288.0,323.0,368.0,447.0,543.0,624.0,,
Nurse practitioners,British Columbia,Renewal,Age 55+,49.0,58,66.0,82.0,89.0,94.0,95.0,98.0,107.0,118.0,,
Nurse practitioners,British Columbia,Renewal,Age not stated,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Nurse practitioners,British Columbia,Employment status,Employed in profession,236.0,269,322.0,356.0,472.0,505.0,629.0,729.0,858.0,961.0,,
Nurse practitioners,British Columbia,Employment status,Employed in other than profession and seeking employment in profession,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,,
Nurse practitioners,British Columbia,Employment status,Employed in other than profession and not seeking employment in profession,0.0,2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,
Nurse practitioners,British Columbia,Employment status,Not employed and seeking employment in profession,0.0,0,1.0,0.0,3.0,0.0,1.0,1.0,3.0,1.0,,
Nurse practitioners,British Columbia,Employment status,Not employed and not seeking employment in profession,0.0,2,0.0,1.0,1.0,4.0,1.0,4.0,4.0,2.0,,
Nurse practitioners,British Columbia,Employment status,Not stated,79.0,112,95.0,107.0,38.0,30.0,16.0,26.0,18.0,26.0,,
Nurse practitioners,British Columbia,Location of graduation,Canadian educated,294.0,360,386.0,425.0,472.0,497.0,594.0,699.0,818.0,924.0,,
Nurse practitioners,British Columbia,Location of graduation,Internationally educated,20.0,24,31.0,37.0,38.0,40.0,50.0,57.0,58.0,64.0,,
Nurse practitioners,British Columbia,Location of graduation,Not stated,1.0,1,1.0,3.0,4.0,3.0,4.0,5.0,9.0,3.0,,
Nurse practitioners,British Columbia,Years since graduation,<5 years,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,,
Nurse practitioners,British Columbia,Years since graduation,5–10 years,71.0,100,97.0,107.0,111.0,102.0,131.0,167.0,190.0,208.0,,
Nurse practitioners,British Columbia,Years since graduation,11–20 years,121,153,168.0,185.0,215.0,244.0,305.0,356.0,428.0,486.0,,
Nurse practitioners,British Columbia,Years since graduation,21–30 years,74,72,83.0,94.0,106.0,113.0,129.0,147.0,158.0,173.0,,
Nurse practitioners,British Columbia,Years since graduation,31+ years,43,52,59.0,69.0,69.0,79.0,79.0,85.0,100.0,107.0,,
Nurse practitioners,British Columbia,Years since graduation,Not stated,5,7,10.0,10.0,13.0,2.0,4.0,5.0,8.0,2.0,,
Nurse practitioners,Yukon,Supply,Total,5,5,7.0,8.0,10.0,14.0,24.0,22.0,19.0,26.0,,
Nurse practitioners,Yukon,Age,Age <25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Nurse practitioners,Yukon,Age,Age 25–34,1,1,0.0,0.0,0.0,3.0,7.0,3.0,4.0,3.0,,
Nurse practitioners,Yukon,Age,Age 35–44,3,3,4.0,5.0,7.0,5.0,7.0,9.0,8.0,13.0,,
Nurse practitioners,Yukon,Age,Age 45–54,0,0,0.0,1.0,1.0,4.0,8.0,7.0,5.0,7.0,,
Nurse practitioners,Yukon,Age,Age 55–64,1,1,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,,
Nurse practitioners,Yukon,Age,Age 65+,0,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,
Nurse practitioners,Yukon,Age,Not stated,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Nurse practitioners,Yukon,Age,Average age,42,43,49.1,46.6,45.5,42.3,42.6,44.4,42.7,43.6,,
Nurse practitioners,Yukon,Sex,Female,5,5,7.0,7.0,9.0,11.0,22.0,18.0,16.0,22.0,,
Nurse practitioners,Yukon,Sex,Male,0,0,0.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,,
Nurse practitioners,Yukon,Sex,Not stated,0,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,,
Nurse practitioners,Yukon,Inflow,Total,0,1,2.0,3.0,2.0,6.0,10.0,5.0,2.0,9.0,,
Nurse practitioners,Yukon,Inflow,Age <35,0,1,0.0,0.0,0.0,3.0,4.0,1.0,1.0,2.0,,
Nurse practitioners,Yukon,Inflow,Age 35–54,0,0,2.0,3.0,2.0,2.0,5.0,3.0,1.0,6.0,,
Nurse practitioners,Yukon,Inflow,Age 55+,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,,
Nurse practitioners,Yukon,Inflow,Age not stated,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Nurse practitioners,Yukon,Outflow,Total,1,0,2.0,0.0,2.0,0.0,7.0,5.0,2.0,,,
Nurse practitioners,Yukon,Outflow,Age <35,1,0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,,,
Nurse practitioners,Yukon,Outflow,Age 35–54,0,0,1.0,0.0,1.0,0.0,3.0,4.0,1.0,,,
Nurse practitioners,Yukon,Outflow,Age 55+,0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,,
